Date,Num1,Num2,Num3,Num4,Num5,Clue
2005-02-06,34,42,47,48,51,5
2005-02-13,22,35,37,43,52,9
2005-02-20,2,13,17,25,47,2
2005-02-27,11,19,20,35,53,3
2005-03-06,12,22,25,35,48,2
2005-03-13,7,17,45,47,50,9
2005-03-20,19,44,49,51,52,8
2005-03-27,9,11,19,31,54,9
2005-04-03,1,2,21,36,52,3
2005-04-10,24,28,33,44,51,8
2005-04-17,12,22,33,40,46,8
2005-04-24,7,12,33,40,44,4
2005-05-01,5,7,16,18,19,8
2005-05-08,21,25,30,50,51,5
2005-05-15,3,18,43,45,53,1
2005-05-22,18,20,32,38,45,7
2005-05-29,4,11,19,37,49,6
2005-06-05,6,13,17,35,39,3
2005-06-12,2,6,23,24,35,6
2005-06-19,7,12,24,37,40,3
2005-06-26,19,20,21,24,33,8
2005-07-03,15,29,39,43,52,5
2005-07-10,3,11,26,34,50,9
2005-07-17,2,14,31,37,38,6
2005-07-24,6,7,15,46,53,0
2005-07-31,18,22,27,31,39,8
2005-08-07,6,12,14,41,49,2
2005-08-14,17,19,40,46,54,1
2005-08-21,6,23,42,43,53,3
2005-08-28,2,4,15,36,44,0
2005-09-04,13,26,32,44,53,0
2005-09-11,3,12,21,42,46,4
2005-09-18,6,19,31,46,53,1
2005-09-25,5,10,25,27,41,9
2005-10-02,12,22,32,37,49,1
2005-10-09,8,11,21,30,38,5
2005-10-16,3,12,23,50,51,3
2005-10-22,6,15,20,39,44,0
2005-10-29,27,34,36,42,46,3
2005-11-05,2,12,22,26,28,9
2005-11-12,3,5,7,38,44,3
2005-11-19,17,18,43,44,45,5
2005-11-26,3,8,30,47,49,7
2005-12-03,8,25,36,39,54,5
2005-12-10,21,32,48,53,54,0
2005-12-17,11,13,29,42,46,7
2005-12-24,7,9,37,47,52,6
2005-12-31,8,18,27,40,52,3
2006-01-07,4,7,31,32,34,2
2006-01-14,11,17,18,32,53,3
2006-01-21,8,18,19,27,45,9
2006-01-28,7,19,32,38,45,6
2006-02-04,1,3,15,32,36,5
2006-02-11,19,20,26,31,39,7
2006-02-18,7,8,9,11,33,1
2006-02-25,23,32,36,46,48,6
2006-03-04,17,22,31,35,40,8
2006-03-11,3,14,17,18,38,5
2006-03-18,25,28,29,45,54,0
2006-03-25,1,2,29,34,53,4
2006-04-01,17,42,48,50,53,1
2006-04-08,1,6,7,17,36,7
2006-04-15,2,10,26,40,45,1
2006-04-22,9,16,19,38,48,9
2006-04-29,16,17,19,28,53,1
2006-05-06,5,29,35,51,54,4
2006-05-13,10,13,24,29,41,1
2006-05-20,15,38,42,44,52,7
2006-05-27,1,10,35,44,48,8
2006-06-03,8,9,18,34,52,8
2006-06-10,9,10,11,21,53,7
2006-06-17,7,11,34,39,49,0
2006-06-24,14,28,38,41,54,7
2006-07-01,4,20,27,40,41,9
2006-07-09,3,15,20,46,49,7
2006-07-16,3,4,12,26,42,7
2006-07-23,6,9,13,33,36,0
2006-07-30,1,8,13,18,23,7
2006-08-06,8,19,20,37,49,7
2006-08-13,10,17,40,44,50,7
2006-08-20,28,32,35,53,54,5
2006-08-27,12,24,28,34,38,1
2006-09-03,3,5,24,40,50,5
2006-09-10,6,8,11,12,54,5
2006-09-17,4,5,19,27,38,9
2006-09-24,5,25,43,48,52,5
2006-10-01,4,15,49,51,52,9
2006-10-08,3,23,24,41,43,8
2006-10-15,2,4,26,34,40,7
2006-10-22,17,21,23,29,32,8
2006-10-29,1,21,32,43,50,2
2006-11-05,3,14,22,37,48,6
2006-11-12,5,16,26,36,37,4
2006-11-19,4,10,16,18,27,0
2006-11-26,16,37,45,51,53,4
2006-12-03,1,10,23,32,49,9
2006-12-10,8,10,25,34,54,3
2006-12-17,13,24,32,33,37,5
2006-12-24,5,9,10,12,33,1
2006-12-31,8,9,25,42,47,5
2007-01-07,3,22,38,50,54,1
2007-01-14,3,13,22,32,53,7
2007-01-21,17,23,25,27,31,2
2007-01-28,17,19,24,47,49,6
2007-02-04,24,25,40,41,43,8
2007-02-11,3,8,11,14,29,0
2007-02-18,9,33,36,42,51,8
2007-02-25,2,8,16,40,42,6
2007-03-04,11,17,20,28,41,0
2007-03-11,5,8,11,15,41,8
2007-03-18,17,18,20,21,47,6
2007-03-25,23,27,40,45,48,0
2007-04-01,11,13,14,20,46,7
2007-04-08,10,12,28,34,42,6
2007-04-15,6,8,25,38,46,1
2007-04-22,9,19,23,28,43,6
2007-04-29,15,26,29,38,46,6
2007-05-06,6,12,23,24,30,0
2007-05-13,9,20,26,27,32,2
2007-05-20,6,29,43,48,49,2
2007-05-27,5,12,24,35,47,7
2007-06-03,1,6,9,14,40,9
2007-06-10,19,20,25,27,36,3
2007-06-17,4,15,19,38,47,8
2007-06-24,4,12,29,30,41,8
2007-07-01,4,8,21,28,42,2
2007-07-08,1,3,33,51,52,6
2007-07-15,6,10,16,24,48,2
2007-07-22,25,38,46,48,49,9
2007-07-29,35,36,48,49,50,8
2007-08-05,1,3,17,49,50,4
2007-08-12,29,35,47,48,53,6
2007-08-19,15,36,38,47,51,6
2007-08-26,15,29,31,39,46,2
2007-09-02,6,16,40,41,53,0
2007-09-09,4,9,25,44,46,5
2007-09-16,11,18,37,47,50,7
2007-09-23,6,22,26,41,42,5
2007-09-30,12,15,32,39,50,4
2007-10-07,3,28,31,37,54,2
2007-10-14,18,32,34,42,54,5
2007-10-21,13,29,34,42,53,2
2007-10-28,13,29,47,52,53,3
2007-11-04,16,19,21,23,54,3
2007-11-11,5,10,18,48,51,6
2007-11-18,11,19,26,27,28,2
2007-11-25,26,39,41,50,53,8
2007-12-02,24,35,43,53,54,1
2007-12-09,7,23,34,39,48,9
2007-12-16,14,25,36,46,53,7
2007-12-23,6,17,31,44,50,0
2007-12-30,6,9,17,39,50,0
2008-01-06,26,29,43,47,50,5
2008-01-13,2,5,21,26,53,8
2008-01-20,2,22,25,28,49,3
2008-01-27,4,7,13,17,20,6
2008-02-03,17,26,37,39,53,8
2008-02-10,2,32,37,38,54,6
2008-02-17,1,10,34,41,48,5
2008-02-24,10,33,37,48,49,9
2008-03-02,16,17,18,32,34,2
2008-03-09,2,33,34,38,51,7
2008-03-16,16,32,34,45,53,7
2008-03-23,18,19,29,31,44,2
2008-03-30,2,4,10,14,41,5
2008-04-06,4,29,41,43,44,3
2008-04-13,16,23,36,46,49,8
2008-04-20,10,19,35,46,47,9
2008-04-27,6,18,23,30,34,4
2008-05-04,22,25,41,43,45,6
2008-05-11,6,14,20,35,53,2
2008-05-18,12,15,29,40,47,6
2008-05-25,4,5,29,37,43,8
2008-06-01,1,11,40,50,53,0
2008-06-08,9,14,25,49,50,0
2008-06-15,9,29,39,46,48,3
2008-06-22,3,10,20,41,47,0
2008-06-29,12,17,39,40,42,3
2008-07-06,7,24,25,36,41,5
2008-07-13,4,7,20,46,47,9
2008-07-20,10,13,20,31,51,1
2008-07-27,3,24,25,38,45,4
2008-08-03,2,18,20,46,54,7
2008-08-10,18,25,26,37,52,9
2008-08-17,1,26,30,47,48,9
2008-08-24,16,40,49,51,52,2
2008-08-31,1,20,39,45,47,1
2008-09-07,17,18,32,46,49,4
2008-09-14,4,26,30,41,54,9
2008-09-21,28,32,36,42,50,9
2008-09-28,6,9,16,19,21,9
2008-10-05,1,7,14,17,49,0
2008-10-12,3,23,24,31,46,4
2008-10-19,12,27,42,49,53,1
2008-10-26,11,24,32,40,52,9
2008-11-02,5,17,25,32,36,9
2008-11-09,24,40,47,50,54,8
2008-11-16,2,14,29,46,51,2
2008-11-23,14,16,25,26,34,8
2008-11-30,13,18,39,44,54,1
2008-12-07,5,24,25,27,41,9
2008-12-14,18,26,31,33,44,7
2008-12-21,19,24,26,28,47,7
2008-12-28,9,18,44,49,50,1
2009-01-04,9,27,50,52,54,3
2009-01-11,5,23,30,34,42,7
2009-01-18,6,7,28,38,43,8
2009-01-25,2,3,8,52,54,1
2009-02-01,6,20,34,39,47,4
2009-02-08,13,32,46,49,52,9
2009-02-15,16,19,44,53,54,2
2009-02-22,7,8,39,45,50,8
2009-03-01,15,21,29,47,54,8
2009-03-08,2,11,41,42,45,1
2009-03-15,9,35,45,46,49,0
2009-03-22,13,24,33,44,52,8
2009-03-29,14,29,43,50,54,2
2009-04-05,1,2,34,40,46,0
2009-04-12,14,15,22,26,37,9
2009-04-19,4,15,28,39,46,9
2009-04-26,8,15,47,50,51,9
2009-05-03,14,33,44,45,50,1
2009-05-10,5,21,26,44,45,4
2009-05-17,4,18,19,26,47,0
2009-05-24,1,4,38,41,52,7
2009-05-31,9,14,42,45,50,2
2009-06-07,7,37,38,41,43,8
2009-06-14,18,29,30,35,51,6
2009-06-21,14,22,26,28,29,8
2009-06-28,15,19,38,42,46,8
2009-07-05,22,24,36,42,44,1
2009-07-12,16,19,35,36,37,4
2009-07-19,7,8,14,27,36,3
2009-07-26,4,31,44,45,51,2
2009-08-02,22,30,33,41,43,9
2009-08-09,18,23,31,42,51,7
2009-08-16,6,10,22,26,53,5
2009-08-23,3,7,8,36,53,8
2009-08-30,5,9,16,49,53,1
2009-09-06,2,9,29,33,44,8
2009-09-13,7,18,29,30,47,0
2009-09-20,6,11,19,39,43,1
2009-09-27,15,26,37,38,53,9
2009-10-04,8,24,36,41,42,5
2009-10-11,11,12,25,31,47,9
2009-10-18,2,4,35,36,44,1
2009-10-25,9,33,36,38,42,3
2009-11-01,7,23,24,33,44,5
2009-11-08,3,12,20,33,34,9
2009-11-15,12,28,29,34,53,0
2009-11-22,3,16,23,29,47,6
2009-11-29,6,16,18,26,45,2
2009-12-06,3,25,29,34,37,2
2009-12-13,3,12,14,21,23,0
2009-12-20,10,13,21,31,49,8
2009-12-27,11,18,20,23,47,7
2010-01-03,21,24,48,51,53,0
2010-01-10,6,9,12,23,40,6
2010-01-17,24,30,39,40,50,2
2010-01-24,14,19,31,33,54,4
2010-01-31,14,22,25,31,35,8
2010-02-07,22,24,45,47,51,6
2010-02-14,8,25,29,41,49,8
2010-02-21,17,26,37,41,50,0
2010-02-28,12,24,28,29,45,2
2010-03-07,38,41,47,49,53,5
2010-03-14,15,30,36,40,43,5
2010-03-21,3,16,32,41,47,5
2010-03-28,2,12,28,36,46,4
2010-04-04,15,32,36,45,47,2
2010-04-11,14,16,27,28,29,8
2010-04-18,5,10,11,28,37,4
2010-04-25,4,14,17,32,45,0
2010-05-02,4,8,22,36,51,6
2010-05-09,16,22,30,33,37,1
2010-05-16,4,11,22,29,31,7
2010-05-23,11,12,18,24,46,0
2010-05-30,4,10,13,32,36,2
2010-06-06,23,32,36,40,50,8
2010-06-13,20,36,40,50,54,1
2010-06-20,15,28,31,45,52,0
2010-06-27,11,27,45,49,52,6
2010-07-04,1,14,27,31,48,4
2010-07-11,5,12,32,34,38,7
2010-07-18,6,8,13,29,52,9
2010-07-25,23,24,30,46,52,5
2010-08-01,7,21,35,37,43,2
2010-08-08,22,24,25,29,34,3
2010-08-15,3,6,23,28,40,1
2010-08-22,9,13,17,22,36,8
2010-08-29,20,23,28,45,51,9
2010-09-05,16,21,29,31,54,8
2010-09-12,2,3,31,41,49,9
2010-09-19,34,35,41,42,53,0
2010-09-26,4,5,11,15,50,1
2010-10-03,9,11,33,42,50,7
2010-10-10,14,15,17,28,46,3
2010-10-17,28,31,34,37,47,5
2010-10-24,3,23,41,47,53,7
2010-10-31,1,3,9,20,32,7
2010-11-07,7,21,35,44,50,1
2010-11-14,14,15,37,38,51,8
2010-11-21,10,15,18,33,54,5
2010-11-28,3,15,27,50,53,6
2010-12-05,7,8,11,22,52,7
2010-12-12,12,18,20,23,49,9
2010-12-19,9,10,12,14,43,7
2010-12-26,15,33,34,46,54,0
2011-01-02,1,8,20,28,31,6
2011-01-09,18,26,33,39,46,4
2011-01-16,1,6,13,40,45,3
2011-01-23,11,14,21,33,50,5
2011-01-30,2,15,18,35,49,8
2011-02-06,12,14,26,39,46,1
2011-02-13,8,20,32,49,52,9
2011-02-20,7,18,35,42,51,7
2011-02-27,11,12,21,23,28,0
2011-03-06,1,25,35,39,50,3
2011-03-13,20,25,29,53,54,3
2011-03-20,10,15,17,32,35,0
2011-03-27,8,11,36,44,51,9
2011-04-03,1,7,8,44,54,5
2011-04-10,10,23,29,39,52,4
2011-04-17,4,13,18,24,54,0
2011-04-24,14,27,43,45,54,8
2011-05-01,5,29,35,43,47,0
2011-05-08,18,21,43,48,50,5
2011-05-15,2,3,25,32,46,5
2011-05-22,1,3,7,15,28,6
2011-05-29,16,22,38,44,49,2
2011-06-05,7,24,31,47,51,5
2011-06-12,9,40,47,53,54,8
2011-06-19,14,33,36,41,45,9
2011-06-26,6,18,20,22,52,5
2011-07-03,26,37,44,47,51,6
2011-07-10,9,16,29,33,43,1
2011-07-17,32,35,39,45,49,6
2011-07-24,10,14,37,39,51,6
2011-07-31,17,18,23,51,53,1
2011-08-07,3,4,25,34,41,7
2011-08-14,12,29,36,39,51,6
2011-08-21,5,6,21,26,37,1
2011-08-28,13,26,31,33,46,2
2011-09-04,6,12,24,34,45,9
2011-09-11,11,23,27,28,45,3
2011-09-18,12,14,27,37,48,9
2011-09-25,6,12,14,24,37,0
2011-10-02,11,15,19,27,35,9
2011-10-09,27,36,37,46,47,7
2011-10-16,13,17,22,33,48,2
2011-10-23,6,11,13,15,53,1
2011-10-30,24,30,31,38,44,2
2011-11-06,15,22,42,43,47,8
2011-11-13,4,9,16,21,29,6
2011-11-20,33,36,44,48,53,1
2011-11-27,4,26,32,42,44,2
2011-12-04,13,16,32,35,39,2
2011-12-11,10,17,29,41,52,2
2011-12-18,4,18,23,30,49,9
2011-12-25,4,9,30,41,50,8
2012-01-01,10,14,15,27,34,9
2012-01-08,2,18,19,24,43,6
2012-01-15,2,11,30,38,41,5
2012-01-22,11,23,24,32,46,7
2012-01-29,26,29,30,38,41,5
2012-02-05,1,10,26,33,54,6
2012-02-12,9,19,27,30,53,3
2012-02-19,18,27,29,38,39,0
2012-02-26,18,23,37,43,49,6
2012-03-04,12,22,23,33,44,3
2012-03-11,4,8,16,21,53,9
2012-03-18,1,13,26,29,54,9
2012-03-25,2,23,26,48,51,9
2012-04-01,2,21,27,36,38,9
2012-04-08,20,33,38,48,51,7
2012-04-15,4,6,23,41,52,3
2012-04-22,23,33,36,40,48,7
2012-04-29,6,22,23,29,49,6
2012-05-06,7,14,29,40,41,7
2012-05-13,12,15,33,34,44,4
2012-05-20,5,30,31,36,50,5
2012-05-27,1,4,13,42,54,1
2012-06-03,2,6,20,25,28,1
2012-06-10,1,2,8,12,28,9
2012-06-17,4,17,28,35,45,0
2012-06-24,4,11,15,21,35,4
2012-07-01,3,21,24,27,53,9
2012-07-08,19,28,29,33,45,7
2012-07-15,1,3,22,27,34,9
2012-07-22,12,35,40,45,53,4
2012-07-29,9,11,39,43,45,0
2012-08-05,16,22,26,47,53,6
2012-08-12,8,40,41,44,52,9
2012-08-19,3,14,25,51,52,5
2012-08-26,27,29,34,49,50,8
2012-09-02,29,31,36,40,53,8
2012-09-09,25,31,32,33,49,3
2012-09-16,20,25,27,47,48,2
2012-09-23,9,17,27,34,47,9
2012-09-30,1,25,26,34,47,1
2012-10-07,12,17,19,34,54,1
2012-10-14,3,15,19,35,51,5
2012-10-21,21,34,43,53,54,7
2012-10-28,23,34,42,43,45,1
2012-11-04,10,27,32,38,46,1
2012-11-11,10,28,39,44,49,3
2012-11-18,10,22,39,49,53,9
2012-11-25,2,4,22,29,48,2
2012-12-02,6,11,32,47,48,5
2012-12-09,10,35,37,41,49,0
2012-12-16,9,20,28,31,50,9
2012-12-23,12,18,40,42,54,3
2012-12-30,1,2,11,19,47,7
2013-01-06,10,38,47,48,53,4
2013-01-13,17,27,44,45,51,9
2013-01-20,5,16,32,39,53,2
2013-01-27,9,27,30,43,46,1
2013-02-03,8,16,20,39,47,8
2013-02-10,7,9,11,15,48,9
2013-02-17,9,27,28,32,53,6
2013-02-24,5,7,21,27,33,5
2013-03-03,6,9,14,22,39,3
2013-03-10,3,9,26,45,49,8
2013-03-17,2,8,21,24,40,9
2013-03-24,6,22,30,31,51,9
2013-03-31,12,20,27,36,45,3
2013-04-07,5,14,26,29,30,3
2013-04-14,4,16,20,22,26,3
2013-04-21,25,28,31,41,51,5
2013-04-28,18,23,27,38,51,7
2013-05-05,17,23,25,44,52,8
2013-05-12,5,12,14,23,41,7
2013-05-19,3,28,33,36,48,7
2013-05-26,6,7,32,41,51,0
2013-06-02,10,13,19,35,36,9
2013-06-09,16,25,37,38,43,7
2013-06-16,22,37,40,52,54,4
2013-06-23,1,11,20,38,39,7
2013-06-30,16,32,49,51,52,0
2013-07-07,11,16,28,37,44,0
2013-07-14,7,16,23,37,49,4
2013-07-21,1,12,26,44,48,2
2013-07-28,11,16,19,32,33,1
2013-08-04,20,32,38,44,46,1
2013-08-11,6,29,47,52,53,8
2013-08-18,1,12,33,42,46,2
2013-08-25,4,8,10,20,51,0
2013-09-01,1,2,12,18,39,8
2013-09-08,34,39,40,43,44,0
2013-09-15,3,5,16,18,29,4
2013-09-22,16,38,44,45,47,9
2013-09-29,2,26,40,42,54,8
2013-10-06,11,35,37,49,50,8
2013-10-13,11,24,27,30,50,2
2013-10-20,22,33,34,38,52,6
2013-10-27,4,24,39,41,48,0
2013-11-03,2,9,17,28,42,3
2013-11-10,6,7,29,51,54,2
2013-11-17,13,15,34,36,50,7
2013-11-24,9,17,21,37,41,4
2013-12-01,6,24,46,48,54,3
2013-12-08,26,33,35,38,49,6
2013-12-15,3,20,24,40,46,9
2013-12-22,11,24,36,43,47,3
2013-12-29,11,17,21,26,47,5
2014-01-05,2,21,25,44,52,9
2014-01-12,20,25,33,41,42,1
2014-01-19,2,3,6,27,39,8
2014-01-26,34,39,41,43,54,8
2014-02-02,31,44,47,51,52,6
2014-02-09,14,23,26,31,36,8
2014-02-16,11,41,42,48,53,4
2014-02-23,4,20,34,41,42,6
2014-03-02,9,15,24,38,39,8
2014-03-09,9,17,32,41,48,2
2014-03-16,2,27,29,45,49,9
2014-03-23,9,20,30,37,44,2
2014-03-30,11,15,18,23,40,3
2014-04-06,11,30,37,43,46,0
2014-04-13,19,23,33,37,53,8
2014-04-20,1,9,17,29,53,0
2014-04-27,4,10,23,31,51,3
2014-05-04,1,2,21,37,53,6
2014-05-11,19,20,21,47,54,0
2014-05-18,15,25,27,28,40,9
2014-05-25,9,26,40,47,51,7
2014-06-01,13,15,34,44,54,3
2014-06-08,9,45,47,49,54,2
2014-06-15,6,11,15,24,38,1
2014-06-22,5,22,28,41,51,0
2014-06-29,5,8,12,22,46,3
2014-07-06,3,7,17,23,48,3
2014-07-13,3,20,26,27,32,7
2014-07-20,3,5,8,14,45,5
2014-07-27,6,9,18,27,47,1
2014-08-03,1,32,35,46,49,1
2014-08-10,8,14,19,21,45,3
2014-08-17,2,19,32,43,49,6
2014-08-24,2,6,7,24,27,7
2014-08-31,8,10,14,36,48,5
2014-09-07,10,19,36,39,48,4
2014-09-14,9,10,13,24,36,3
2014-09-21,9,18,26,30,31,8
2014-09-28,7,20,21,33,38,2
2014-10-05,7,24,43,44,50,5
2014-10-12,5,15,17,38,47,9
2014-10-19,14,36,39,42,45,0
2014-10-26,35,36,38,48,50,8
2014-11-02,12,17,23,30,47,6
2014-11-09,2,4,10,33,46,6
2014-11-16,22,40,42,46,48,5
2014-11-23,13,17,25,36,50,8
2014-11-30,11,37,38,49,51,7
2014-12-07,10,22,38,41,53,7
2014-12-14,5,9,31,35,48,0
2014-12-21,16,20,21,32,37,0
2014-12-28,5,6,15,34,53,1
2015-01-04,10,22,28,31,54,6
2015-01-11,3,12,19,20,52,3
2015-01-18,22,30,32,34,42,8
2015-01-25,11,23,41,45,54,7
2015-02-01,2,7,14,21,31,9
2015-02-08,14,15,22,49,52,8
2015-02-15,16,19,38,47,48,2
2015-02-22,5,7,17,29,34,8
2015-03-01,13,17,27,44,49,0
2015-03-08,17,24,31,38,53,2
2015-03-15,4,7,18,27,45,2
2015-03-22,11,15,36,42,48,4
2015-03-29,11,14,17,39,46,3
