Date,Num1,Num2,Num3,Num4,Num5,Clue
2015-04-05,7,12,34,35,40,4
2015-04-12,17,25,29,31,42,2
2015-04-19,8,23,27,38,53,0
2015-04-26,19,20,22,42,50,3
2015-05-03,4,15,18,29,30,8
2015-05-10,7,22,23,26,38,0
2015-05-17,21,34,36,48,52,7
2015-05-24,4,11,28,45,49,6
2015-05-31,18,19,27,31,54,7
2015-06-07,8,16,34,40,50,8
2015-06-14,5,14,21,26,41,6
2015-06-21,10,11,21,25,48,1
2015-06-28,15,19,44,47,48,3
2015-07-05,2,13,15,17,43,1
2015-07-12,3,13,23,31,39,2
2015-07-19,10,15,25,28,40,7
2015-07-26,3,28,33,39,45,9
2015-08-02,16,21,26,42,54,5
2015-08-09,28,40,48,52,54,4
2015-08-16,30,31,35,37,41,6
2015-08-23,10,13,21,38,42,8
2015-08-30,4,9,11,27,36,4
2015-09-06,2,20,28,45,54,7
2015-09-13,9,22,25,53,54,3
2015-09-20,7,8,19,21,36,1
2015-09-27,17,28,34,36,38,0
2015-10-04,9,18,25,39,42,7
2015-10-11,3,13,14,19,30,9
2015-10-18,7,10,19,26,32,1
2015-10-25,10,18,26,32,34,7
2015-11-01,6,10,11,21,31,1
2015-11-08,6,9,43,47,51,2
2015-11-15,5,16,18,23,33,4
2015-11-22,3,21,38,39,48,7
2015-11-29,11,16,34,39,54,7
2015-12-06,7,31,33,34,48,6
2015-12-13,18,22,32,33,38,7
2015-12-20,4,16,23,24,31,7
2015-12-27,4,26,29,41,53,4
2016-01-03,7,10,32,34,35,5
2016-01-10,13,21,28,43,51,0
2016-01-17,6,8,15,19,22,2
2016-01-24,3,10,19,27,31,2
2016-01-31,6,16,33,42,43,6
2016-02-07,3,14,40,49,51,7
2016-02-14,12,21,22,25,39,5
2016-02-21,15,34,37,49,51,8
2016-02-28,9,17,25,36,38,5
2016-03-06,5,12,30,31,48,7
2016-03-13,10,12,22,24,53,8
2016-03-20,12,13,16,37,53,6
2016-03-27,15,19,21,28,33,4
2016-04-03,2,3,15,26,52,9
2016-04-10,10,11,24,31,50,3
2016-04-17,9,10,15,36,47,5
2016-04-24,1,8,29,30,49,9
2016-05-01,1,4,7,14,22,7
2016-05-08,1,15,18,32,34,5
2016-05-15,4,6,28,31,47,6
2016-05-22,6,12,14,17,24,4
2016-05-29,7,12,26,39,42,5
2016-06-05,3,8,22,23,40,3
2016-06-12,3,4,13,23,27,1
2016-06-19,2,6,29,34,39,1
2016-06-26,14,27,39,44,45,5
2016-07-03,6,16,32,42,50,9
2016-07-10,6,10,18,26,42,0
2016-07-17,1,14,15,36,52,9
2016-07-24,20,23,39,48,53,3
2016-07-31,6,10,13,20,46,0
2016-08-07,8,9,12,25,33,9
2016-08-14,4,7,8,16,36,3
2016-08-21,22,23,33,34,52,3
2016-08-28,2,11,13,26,42,0
2016-09-04,7,14,36,47,49,3
2016-09-11,11,15,39,42,48,4
2016-09-18,8,13,28,37,44,5
2016-09-25,4,8,11,19,32,7
2016-10-02,9,12,34,35,40,5
2016-10-09,7,14,29,49,52,7
2016-10-16,2,25,33,46,51,1
2016-10-23,5,7,19,22,29,1
2016-10-30,4,5,9,53,54,3
2016-11-06,6,25,28,34,44,2
2016-11-13,14,42,46,48,53,5
2016-11-20,16,22,36,41,51,7
2016-11-27,8,17,22,39,48,6
2016-12-04,5,10,27,43,52,9
2016-12-11,17,20,34,37,44,1
2016-12-18,21,22,44,46,54,3
2016-12-25,9,18,19,45,53,6
2017-01-01,6,10,32,45,51,6
2017-01-08,12,38,41,43,53,9
2017-01-15,3,21,31,39,46,2
2017-01-22,11,20,23,32,40,8
2017-01-29,15,40,41,49,51,9
2017-02-05,7,9,10,13,37,3
2017-02-12,17,22,29,32,48,4
2017-02-19,7,31,37,38,39,7
2017-02-26,3,23,32,36,51,8
2017-03-05,3,35,42,45,54,8
2017-03-12,8,22,26,29,32,5
2017-03-19,8,20,34,39,44,4
2017-03-26,28,32,35,39,41,3
2017-04-02,1,11,17,21,32,9
2017-04-09,2,4,22,34,40,3
2017-04-16,6,14,17,39,41,6
2017-04-23,4,5,7,10,42,0
2017-04-30,6,15,30,34,44,1
2017-05-07,2,21,37,51,53,6
2017-05-14,13,23,24,25,45,8
2017-05-21,9,33,34,42,47,1
2017-05-28,1,11,13,50,53,1
2017-06-04,6,15,22,29,54,8
2017-06-11,2,3,13,29,43,0
2017-06-18,5,13,31,42,52,5
2017-06-25,1,2,9,12,38,6
2017-07-02,9,27,31,32,34,1
2017-07-09,7,29,40,41,46,5
2017-07-16,24,38,45,47,51,3
2017-07-23,7,12,34,51,52,8
2017-07-30,12,14,32,34,48,4
2017-08-06,4,13,22,52,53,6
2017-08-13,9,19,33,37,40,0
2017-08-20,11,14,18,35,50,5
2017-08-27,9,21,31,45,46,8
2017-09-03,6,14,22,46,50,4
2017-09-10,7,9,12,33,47,6
2017-09-17,10,23,36,38,41,1
2017-09-24,12,16,19,27,51,1
2017-10-01,19,34,43,48,53,5
2017-10-08,10,13,23,37,54,6
2017-10-15,18,26,30,33,51,7
2017-10-22,6,9,20,27,43,3
2017-10-29,9,11,21,51,54,4
2017-11-05,2,10,17,22,39,2
2017-11-12,11,30,37,44,49,4
2017-11-19,9,11,12,36,53,9
2017-11-26,3,24,39,50,54,6
2017-12-03,1,11,18,40,50,6
2017-12-10,1,3,8,11,49,5
2017-12-17,2,8,20,28,48,4
2017-12-24,6,7,34,42,53,9
2017-12-31,10,12,26,31,52,2
2018-01-07,5,25,29,37,52,2
2018-01-14,3,5,11,26,33,1
2018-01-21,4,9,11,29,46,1
2018-01-28,3,5,11,41,45,2
2018-02-04,3,15,17,52,53,4
2018-02-11,1,3,6,29,40,2
2018-02-18,23,30,42,51,54,7
2018-02-25,4,17,25,33,40,5
2018-03-04,1,23,41,43,50,4
2018-03-11,4,9,31,37,48,6
2018-03-18,3,4,5,13,20,9
2018-03-25,3,8,9,20,37,5
2018-04-01,3,27,30,38,53,7
2018-04-08,22,23,30,31,33,9
2018-04-15,2,12,25,42,52,0
2018-04-22,11,13,24,26,41,2
2018-04-29,13,21,40,42,52,7
2018-05-06,21,33,39,43,50,2
2018-05-13,8,12,21,34,47,0
2018-05-20,24,27,34,35,44,8
2018-05-27,3,19,20,28,30,3
2018-06-03,5,28,33,38,44,4
2018-06-10,5,8,29,35,36,7
2018-06-17,2,27,34,44,51,4
2018-06-24,7,8,17,24,49,7
2018-07-01,20,25,37,45,46,4
2018-07-08,11,19,22,29,40,0
2018-07-15,3,21,40,42,49,5
2018-07-22,8,13,28,49,52,7
2018-07-29,22,25,34,43,48,8
2018-08-05,5,12,16,23,53,0
2018-08-12,19,34,43,44,53,1
2018-08-19,7,11,17,36,44,6
2018-08-26,5,6,14,20,33,4
2018-09-02,13,15,24,27,42,5
2018-09-09,3,26,30,35,42,7
2018-09-16,3,8,18,28,49,8
2018-09-23,1,22,26,34,49,8
2018-09-30,11,26,37,41,47,8
2018-10-07,27,35,36,40,45,1
2018-10-14,14,28,30,44,52,0
2018-10-21,2,8,12,24,31,2
2018-10-28,6,19,23,26,35,3
2018-11-04,2,18,45,49,51,8
2018-11-11,2,15,42,46,53,3
2018-11-18,19,27,39,42,45,4
2018-11-25,3,17,24,38,52,5
2018-12-02,9,20,29,34,51,6
2018-12-09,12,24,27,30,32,2
2018-12-16,11,13,26,28,48,0
2018-12-23,38,41,46,47,53,6
2018-12-30,2,7,31,41,50,3
2019-01-06,7,12,13,15,37,6
2019-01-13,2,24,44,45,48,0
2019-01-20,3,7,24,36,42,3
2019-01-27,11,20,35,51,53,3
2019-02-03,33,34,49,50,53,5
2019-02-10,12,25,33,40,52,0
2019-02-17,2,18,40,48,53,6
2019-02-24,4,15,31,37,49,0
2019-03-03,1,5,7,27,44,9
2019-03-10,15,19,35,36,37,5
2019-03-17,19,20,34,36,37,6
2019-03-24,1,8,9,16,42,8
2019-03-31,8,12,15,24,33,2
2019-04-07,5,9,19,21,27,6
2019-04-14,7,11,14,33,41,3
2019-04-21,16,22,38,40,46,7
2019-04-28,2,4,5,24,43,2
2019-05-05,8,12,18,20,26,7
2019-05-12,2,10,11,49,54,3
2019-05-19,19,20,24,37,45,5
2019-05-26,9,30,32,49,50,0
2019-06-02,10,14,31,42,43,1
2019-06-09,2,7,13,27,31,0
2019-06-16,9,24,27,43,45,7
2019-06-23,8,19,22,30,34,9
2019-06-30,11,13,26,28,43,5
2019-07-07,20,23,24,34,41,8
2019-07-14,12,18,40,42,51,9
2019-07-21,3,17,21,37,43,8
2019-07-28,1,6,12,28,54,1
2019-08-04,37,39,43,48,49,4
2019-08-11,3,7,18,40,53,6
2019-08-18,7,13,22,27,34,4
2019-08-25,17,24,31,34,36,9
2019-09-01,8,17,29,48,49,4
2019-09-08,2,3,23,27,49,8
2019-09-15,9,24,29,33,54,3
2019-09-22,24,29,35,51,54,3
2019-09-29,3,6,7,33,35,3
2019-10-06,3,14,18,37,51,0
2019-10-13,15,16,27,32,35,4
2019-10-20,20,25,32,41,53,9
2019-10-27,25,26,28,29,51,2
2019-11-03,12,14,16,32,50,3
2019-11-10,3,7,22,45,49,5
2019-11-17,1,12,24,43,47,9
2019-11-24,13,24,40,48,54,7
2019-12-01,9,21,30,41,53,8
2019-12-08,2,3,27,30,38,9
2019-12-15,5,13,15,27,38,2
2019-12-22,14,28,46,50,52,2
2019-12-29,13,16,21,30,35,2
2020-01-05,22,25,27,32,44,6
2020-01-12,31,34,44,45,47,9
2020-01-19,15,18,39,43,54,9
2020-01-26,1,12,21,40,54,8
2020-02-02,8,15,22,38,45,2
2020-02-09,1,4,28,44,49,5
2020-02-16,12,29,34,51,53,6
2020-02-23,7,18,20,47,50,3
2020-03-01,3,8,10,20,26,5
2020-03-08,38,40,44,49,51,5
2020-03-15,4,7,12,22,42,3
2020-05-31,3,11,17,36,54,5
2020-06-07,2,10,25,34,54,2
2020-06-14,3,21,31,32,54,7
2020-06-21,10,14,20,25,37,2
2020-06-28,2,13,39,41,46,0
2020-07-05,5,7,11,23,33,4
2020-07-12,10,23,27,28,46,7
2020-07-19,24,30,43,49,50,9
2020-07-26,9,30,34,36,37,5
2020-08-02,6,19,39,50,51,1
2020-08-09,10,34,37,42,49,0
2020-08-16,9,20,28,30,52,2
2020-08-23,9,13,22,29,51,2
2020-08-30,5,9,35,37,46,3
2020-09-06,8,10,26,40,43,8
2020-09-13,6,31,50,52,54,1
2020-09-20,7,31,37,48,54,6
2020-09-27,1,27,45,48,54,9
2020-10-04,3,6,13,23,37,1
2020-10-11,13,17,23,25,50,1
2020-10-18,5,9,32,38,39,5
2020-10-25,6,16,18,31,39,2
2020-11-01,6,15,29,34,36,9
2020-11-08,6,23,39,43,45,4
2020-11-15,2,3,7,16,21,2
2020-11-22,18,24,28,36,45,2
2020-11-29,1,6,22,26,39,6
2020-12-06,12,31,32,51,52,8
2020-12-13,16,23,33,35,50,3
2020-12-20,2,6,42,50,54,5
2020-12-27,16,24,30,41,45,2
2021-01-03,11,16,33,35,46,9
2021-01-10,2,19,20,21,25,0
2021-01-17,7,8,10,17,24,1
2021-01-24,8,18,27,50,54,4
2021-01-31,3,8,26,32,45,8
2021-02-07,6,8,26,37,50,3
2021-02-14,2,20,33,37,53,3
2021-02-21,8,16,37,40,46,4
2021-02-28,5,6,26,27,35,6
2021-03-07,15,24,40,42,48,9
2021-03-14,20,32,34,39,48,4
2021-03-21,21,27,30,34,42,7
2021-03-28,2,5,7,9,16,6
2021-04-04,18,25,43,44,52,5
2021-04-11,5,7,15,16,18,6
2021-04-18,19,21,24,42,44,2
2021-04-25,4,8,9,33,48,4
2021-05-02,15,17,19,33,43,7
2021-05-09,3,15,20,37,44,8
2021-05-16,1,14,27,35,43,9
2021-05-23,6,7,11,14,32,5
2021-05-30,6,13,19,28,51,9
2021-06-06,15,34,43,44,52,2
2021-06-13,4,14,21,25,51,2
2021-06-20,4,5,30,34,43,0
2021-06-27,18,20,24,31,38,9
2021-07-04,2,18,31,43,54,2
2021-07-11,1,18,19,30,50,4
2021-07-18,4,6,12,36,50,3
2021-07-25,27,29,43,49,52,8
2021-08-01,12,14,23,52,53,0
2021-08-08,13,33,35,39,52,5
2021-08-15,7,12,44,47,51,2
2021-08-22,12,34,43,46,48,1
2021-08-29,8,19,23,45,46,8
2021-09-05,1,16,30,35,45,0
2021-09-12,11,15,21,35,51,6
2021-09-19,2,3,4,12,52,9
2021-09-26,16,31,37,39,48,2
2021-10-03,33,43,44,45,46,4
2021-10-10,2,3,23,25,54,8
2021-10-17,1,2,17,38,49,4
2021-10-24,2,13,38,51,53,5
2021-10-31,4,10,18,34,48,7
2021-11-07,1,18,39,48,53,6
2021-11-14,5,28,37,50,53,3
2021-11-21,11,15,22,43,51,2
2021-11-28,13,16,27,32,34,7
2021-12-05,8,28,33,46,51,4
2021-12-12,34,39,42,43,44,6
2021-12-19,10,19,20,27,51,0
2021-12-26,13,35,41,48,53,9
2022-01-02,8,12,31,47,50,5
2022-01-09,10,17,36,43,52,3
2022-01-16,2,17,48,50,53,5
2022-01-23,9,22,25,27,35,8
2022-01-30,13,28,32,39,47,4
2022-02-06,13,18,47,50,51,8
2022-02-13,5,22,34,41,52,1
2022-02-20,2,9,11,22,43,3
2022-02-27,17,26,32,34,48,1
2022-03-06,32,36,40,44,48,3
2022-03-13,7,32,38,41,49,1
2022-03-20,9,10,16,30,49,0
2022-03-27,15,21,34,35,37,9
2022-04-03,6,9,34,50,54,9
2022-04-10,4,16,24,49,51,3
2022-04-17,6,18,19,40,48,0
2022-04-24,4,15,28,35,50,7
2022-05-01,14,19,39,47,54,9
2022-05-08,14,18,25,47,52,8
2022-05-15,18,32,37,51,52,6
2022-05-22,2,6,12,25,42,6
2022-05-29,5,13,27,37,41,6
2022-06-05,20,26,30,38,53,9
2022-06-12,6,9,11,28,30,4
2022-06-19,5,17,19,23,27,4
2022-06-26,14,15,28,29,33,0
2022-07-03,6,10,16,27,44,3
2022-07-10,29,39,40,42,53,3
2022-07-17,1,4,6,36,45,2
2022-07-24,1,3,40,44,49,0
2022-07-31,2,36,45,47,51,4
2022-08-07,19,39,46,50,54,1
2022-08-14,18,20,24,40,41,5
2022-08-21,23,25,28,46,47,3
2022-08-28,9,15,28,42,46,8
2022-09-04,11,17,18,29,34,3
2022-09-11,1,19,25,27,39,1
2022-09-18,3,4,12,21,34,4
2022-09-25,2,18,24,28,34,2
2022-10-02,11,13,35,49,53,0
2022-10-09,3,8,22,26,45,5
2022-10-16,4,21,24,25,41,8
2022-10-23,5,23,34,36,54,8
2022-10-30,5,18,21,30,37,1
2022-11-06,22,23,29,36,52,9
2022-11-13,13,22,41,43,48,9
2022-11-20,9,12,16,45,49,2
2022-11-27,13,15,22,45,53,1
2022-12-04,5,27,42,44,53,7
2022-12-11,3,13,24,41,42,3
2022-12-18,7,8,11,18,50,7
2022-12-25,21,24,44,51,54,1
2023-01-01,5,20,31,35,50,9
2023-01-08,13,25,37,41,51,1
2023-01-15,30,32,33,35,38,2
2023-01-22,23,24,42,46,50,2
2023-01-29,12,33,39,46,48,5
2023-02-05,10,16,37,40,46,7
2023-02-12,3,9,15,20,23,9
2023-02-19,3,8,13,24,37,5
2023-02-26,10,19,28,46,53,1
2023-03-05,2,3,15,33,47,7
2023-03-12,22,34,49,50,54,2
2023-03-19,9,32,37,41,54,2
2023-03-26,5,8,37,45,54,2
2023-04-02,5,23,31,39,50,6
2023-04-09,2,15,42,52,53,2
2023-04-16,31,37,43,47,52,3
2023-04-23,18,20,21,33,50,2
2023-04-30,8,9,19,35,38,8
2023-05-07,16,19,22,40,53,4
2023-05-14,11,15,16,33,45,4
2023-05-21,4,9,30,32,51,4
2023-05-28,8,15,26,37,53,8
2023-06-04,6,9,11,19,42,3
2023-06-11,8,13,37,51,53,6
2023-06-18,5,11,25,39,51,4
2023-06-25,10,26,37,51,54,7
2023-07-02,33,38,49,51,52,6
2023-07-09,3,22,27,30,50,3
2023-07-16,11,31,40,44,54,8
2023-07-23,2,24,31,39,49,0
2023-07-30,4,12,17,47,50,6
2023-08-06,11,24,29,38,45,2
2023-08-13,5,18,24,34,51,2
2023-08-20,1,2,7,18,19,2
2023-08-27,4,14,26,38,50,3
2023-09-03,16,31,40,46,54,0
2023-09-10,10,18,24,27,31,4
2023-09-17,12,37,38,40,47,0
2023-09-24,9,11,13,15,35,7
2023-10-01,2,4,15,30,54,7
2023-10-08,10,13,18,40,47,5
2023-10-15,1,2,5,19,28,2
2023-10-22,7,15,19,33,35,1
2023-10-29,4,19,29,36,54,1
2023-11-05,2,4,13,19,43,3
2023-11-12,13,24,36,43,52,4
2023-11-19,2,12,15,21,48,4
2023-11-26,4,19,27,29,52,8
2023-12-03,11,13,25,26,44,8
2023-12-10,5,6,42,50,54,0
2023-12-17,12,29,33,45,51,2
2023-12-24,6,19,24,33,42,0
2023-12-31,3,10,19,28,35,3
2024-01-07,6,18,20,31,49,1
2024-01-14,1,26,28,40,45,8
2024-01-21,6,10,23,24,49,6
2024-01-28,10,19,23,26,39,1
2024-02-04,9,26,28,43,51,9
2024-02-11,2,3,8,21,36,9
2024-02-18,5,6,19,34,44,6
2024-02-25,1,19,20,21,39,2
2024-03-03,8,17,24,26,32,1
2024-03-10,6,11,24,42,47,8
2024-03-17,24,42,45,49,53,5
2024-03-24,15,29,30,44,49,2
2024-03-31,36,37,44,48,50,4
2024-04-07,8,18,28,40,47,4
2024-04-14,1,3,30,37,48,7
2024-04-21,8,27,35,45,50,6
2024-04-28,8,23,34,37,54,6
2024-05-05,3,6,19,20,45,1
2024-05-12,3,15,24,49,52,2
2024-05-19,7,9,11,16,36,4
2024-05-26,10,17,19,26,28,8
2024-06-02,3,18,26,28,34,0
2024-06-09,6,17,44,45,50,2
2024-06-16,5,11,23,38,40,2
2024-06-23,6,14,19,30,48,3
2024-06-30,26,34,39,41,51,7
2024-07-07,13,14,19,20,37,0
2024-07-14,31,34,46,48,50,4
2024-07-21,1,26,31,37,44,0
2024-07-28,21,24,35,41,53,3
2024-08-04,21,34,36,41,48,8
2024-08-11,8,9,27,36,42,8
2024-08-18,10,13,23,24,31,6
2024-08-25,2,8,35,38,48,2
2024-09-01,2,11,24,31,45,4
2024-09-08,3,6,10,38,51,3
2024-09-15,2,8,27,40,52,4
2024-09-22,5,11,16,32,37,0
2024-09-29,3,15,17,21,35,3
2024-10-06,9,11,35,46,47,8
2024-10-13,2,29,33,53,54,2
2024-10-20,8,11,16,21,50,4
2024-10-27,13,29,39,48,53,2
2024-11-03,7,24,29,35,52,3
2024-11-10,1,12,31,47,51,0
2024-11-17,11,14,26,27,28,8
2024-11-24,5,6,21,25,32,2
2024-12-01,9,10,11,38,51,7
2024-12-08,19,41,42,45,52,8
2024-12-15,6,25,29,35,44,0
2024-12-22,5,12,19,34,40,5
2024-12-29,29,30,37,38,48,9
2025-01-05,6,27,33,34,39,8
2025-01-12,20,27,34,37,44,9
2025-01-19,6,9,13,30,36,5
2025-01-26,8,26,35,39,44,7
2025-02-02,2,15,16,18,53,3
2025-02-09,8,31,38,46,49,3
2025-02-16,10,22,32,38,46,5
2025-02-23,19,40,42,49,50,5
2025-03-02,2,42,45,51,52,3
2025-03-09,1,14,26,28,34,8
2025-03-16,18,2,47,14,41,1
2025-03-23,2,30,37,38,54,8
2025-03-30,5,11,17,28,35,3
2025-04-06,3,8,14,44,50,6
2025-04-13,14,15,21,24,48,9
2025-04-20,14,25,28,34,39,1
2025-04-27,4,6,9,33,48,8
2025-05-04,14,16,17,25,34,3
2025-05-11,2,16,27,41,42,9
2025-05-18,12,19,49,51,54,5
2025-05-25,7,8,21,30,48,4
2025-06-01,4,17,20,26,32,8
2025-06-08,11,34,46,48,50,1
2025-06-15,2,21,45,48,50,0
2025-06-22,7,31,33,42,54,1
2025-06-29,3,7,9,27,53,1
2025-07-06,6,15,18,23,25,5
2025-07-13,6,7,8,11,40,7
2025-07-20,1,30,36,37,54,8
2025-07-27,1,13,31,39,46,9
2025-08-03,16,28,42,45,51,9
2025-08-10,6,25,28,34,51,9
2025-08-17,8,23,34,40,49,4
2025-08-24,10,16,21,38,51,2
2025-08-31,2,5,30,42,54,4
2025-09-07,6,11,19,27,31,4
